"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000146374.14",221.29617758836,-3.17170931402138,0.445681780633752,-7.11653348160488,1.10675300368619e-12,8.49919984553619e-11
"ENSG00000109906.15",1515.18387887828,-5.09016935793227,0.718144264580449,-7.08794821456386,1.36114881497538e-12,1.04138042172594e-10
"ENSG00000156076.10",3647.5725889928,-7.37944872139932,1.04175128170672,-7.08369536086334,1.40360284569685e-12,1.0659063980803e-10
"ENSG00000244953.1",187.521862097772,-5.43299225339999,0.766923781620166,-7.08413584714053,1.39914607684104e-12,1.0659063980803e-10
"ENSG00000049540.19",3954.91064050097,-3.08883394542361,0.436360575343616,-7.07862744701736,1.45589195956491e-12,1.09748561540143e-10
"ENSG00000089250.20",181.681935683313,-6.12451540242635,0.868427063102398,-7.05242347071373,1.75828122636166e-12,1.31097448237526e-10
"ENSG00000183019.8",655.609734340986,-3.78467015432493,0.536942547473554,-7.04855700508879,1.80782688401365e-12,1.34303197209478e-10
"ENSG00000163221.9",78.975687051191,-5.33057052379768,0.756506520451993,-7.04629818737425,1.83740290078186e-12,1.36007613998669e-10
"ENSG00000087589.17",518.237021210923,-2.70275967511979,0.384262049182868,-7.03363676133825,2.01218554042035e-12,1.48409540722226e-10
"ENSG00000189129.14",766.864272787807,-3.94847296227642,0.562797738489863,-7.01579393846043,2.28646828136764e-12,1.67434805861293e-10
"ENSG00000137960.6",250.427422901289,-3.33649962725486,0.475847703466573,-7.01169639560788,2.35445690102887e-12,1.71799944123473e-10
"ENSG00000183090.5",40.224086636099,-6.58851619523441,0.940593216225071,-7.00463928676461,2.47622967677694e-12,1.80044727988065e-10
"ENSG00000253177.3",65.4355739194185,-5.44894818786412,0.778636115491818,-6.99806762035735,2.59516841047284e-12,1.88025911972915e-10
"ENSG00000310006.1",41.100401889878,-4.84428707599418,0.692491878076633,-6.99544244395903,2.64423121176117e-12,1.90906044950531e-10
